Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
8/4/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.417465627,170,4.32,25.15,17.1,90,53,0.53493802,2.971846,14.901339,62.5,637.5,1.174072
8/5/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.345763458,170,0,13.72,15.6,91,54,0.525299287,2.747444,14.654103,62.5,637.5,1.174072
8/6/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,1.018219144,170,0,13.72,20.3,92,55,0.518138628,2.646752,14.427658,62.5,637.5,1.174072
8/7/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.438390285,170,3.05,16.77,21.3,93,56,0.610192902,2.614224,14.184788,62.5,637.5,1.174072
8/8/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.877707929,170,39.63,43.95,19.7,94,57,0.718947825,2.566041,13.989028,62.5,637.5,1.174072
8/9/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.312617991,170,36.58,43.95,19.7,95,58,0.66763829,2.495768,13.859777,62.5,637.5,1.174072
8/10/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,0,39.63,20.3,96,59,0.629593198,2.424203,13.775457,62.5,637.5,1.174072
8/11/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,0,39.63,19.2,97,60,0.590524972,2.322966,13.68937,62.5,637.5,1.174072
8/12/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,0,39.63,19.6,98,61,0.675899033,2.294733,13.558116,62.5,637.5,1.174072
8/14/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,49.27,85.85,14.5,100,63,0.666462737,2.132672,13.385788,62.5,637.5,1.174072
8/15/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,0,49.27,15.2,101,64,0.650939624,2.052208,13.329725,62.5,637.5,1.174072
8/16/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.954472632,170,0,49.27,17.5,102,65,0.624841952,2.010099,13.296367,62.5,637.5,1.174072
8/17/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.496536791,170,0,49.27,18.3,103,66,0.606993234,1.970296,13.275915,62.5,637.5,1.174072
8/18/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.897694853,170,0,49.27,19.1,104,67,0.587365991,1.951634,13.249357,62.5,637.5,1.174072
8/19/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.532784281,170,0,49.27,19.9,105,68,0.57340545,1.918175,13.221822,62.5,637.5,1.174072
8/20/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.304002133,170,0,0,21.2,106,69,0.560248638,1.894229,13.199682,62.5,637.5,1.174072
8/21/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.361610641,170,0,0,22.9,107,70,0.543233294,1.929655,13.199651,62.5,637.5,1.174072
8/22/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,1.193686931,170,0,0,20.9,108,71,0.53452279,2.124021,13.156113,62.5,637.5,1.174072
8/23/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.725071,170,19.81,19.81,20.3,109,72,0.586879926,2.103612,13.119102,62.5,637.5,1.174072
8/24/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.578082027,170,19.81,19.81,19.5,110,73,0.619423512,2.058095,13.086281,62.5,637.5,1.174072
8/26/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,0,19.81,24.1,112,75,0.568020848,2.007998,13.051483,62.5,637.5,1.174072
8/27/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,0,19.81,26.6,113,76,0.553189691,2.028621,13.057522,62.5,637.5,1.174072
8/28/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0.793937519,170,0.76,20.57,24.1,114,77,0.580153835,2.101439,13.051756,62.5,637.5,1.174072
8/29/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,4.06,23.87,23.3,115,78,0.569672404,2.079089,13.049871,62.5,637.5,1.174072
8/30/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,0,170,3.3,4.06,24.5,116,79,0.546052807,2.065633,13.053318,62.5,637.5,1.174072
8/31/13,2013,BCSE_KBS,Building,R1,August,Corn,Annual,-0.481876583,170,0,4.06,22.6,117,80,0.529149237,2.027484,13.040112,62.5,637.5,1.174072
9/1/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,4.06,23,118,81,0.518764388,2.014887,13.035356,62.5,637.5,1.174072
9/2/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,4.06,19.5,119,82,0.507594455,2.215655,13.105082,62.5,637.5,1.174072
9/3/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.333151502,170,0,4.06,17.3,120,83,0.490984774,2.395569,13.176836,62.5,637.5,1.174072
9/4/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,3.3,18.7,121,84,0.484845474,2.569911,13.258362,62.5,637.5,1.174072
9/5/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,0,17,122,85,0.474858691,2.723073,13.334837,62.5,637.5,1.174072
9/6/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,0,16.5,123,86,0.469269926,2.87271,13.419737,62.5,637.5,1.174072
9/7/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,0,21,124,87,0.460019937,3.030438,13.526734,62.5,637.5,1.174072
9/8/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,0,20.6,125,88,0.458337994,3.177615,13.634366,62.5,637.5,1.174072
9/9/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,0,20.8,126,89,0.500144345,3.371181,13.711105,62.5,637.5,1.174072
9/10/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,-0.512315972,170,8.64,8.64,27.7,127,90,0.538970377,3.596553,13.867015,62.5,637.5,1.174072
9/11/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.546239144,170,8.64,8.64,25.2,128,91,0.519815733,3.771086,14.034666,62.5,637.5,1.174072
9/12/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,8.64,20.3,129,92,0.503299181,3.906009,14.166299,62.5,637.5,1.174072
9/13/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,8.64,11.8,130,93,0.482440498,4.002364,14.252209,62.5,637.5,1.174072
9/14/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,-0.683827432,170,0,8.64,11.2,131,94,0.4727552,4.092531,14.342753,62.5,637.5,1.174072
9/15/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.885735042,170,0,8.64,11.6,132,95,0.470183996,4.182362,14.408804,62.5,637.5,1.174072
9/16/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.278097339,170,4.32,12.96,12.8,133,96,0.489643577,4.262468,14.48907,62.5,637.5,1.174072
9/17/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.377539187,170,4.32,4.32,11.7,134,97,0.482321127,4.337239,14.575125,62.5,637.5,1.174072
9/18/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,4.32,16.8,135,98,0.465521735,4.419228,14.693321,62.5,637.5,1.174072
9/19/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.309563152,170,0,4.32,18.6,136,99,0.467102952,4.512821,14.805273,62.5,637.5,1.174072
9/20/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,2.29,6.61,21.1,137,100,0.473327784,4.605219,14.926775,62.5,637.5,1.174072
9/21/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,3.31,7.63,15.5,138,101,0.470566869,4.676988,15.037701,62.5,637.5,1.174072
9/22/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,1.02,7.63,10.8,139,102,0.461674252,4.73614,15.118233,62.5,637.5,1.174072
9/23/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.714402834,170,0,3.31,9.4,140,103,0.454854046,4.79304,15.204239,62.5,637.5,1.174072
9/27/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,1.02,15.6,144,107,0.432510728,5.01547,15.658539,62.5,637.5,1.174072
9/28/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.793630081,170,0,0,17.5,145,108,0.430628027,5.067571,15.801108,62.5,637.5,1.174072
9/29/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0,170,0,0,16.5,146,109,0.447817888,5.127319,15.914857,62.5,637.5,1.174072
9/30/13,2013,BCSE_KBS,Building,R1,September,Corn,Annual,0.519745214,170,3.05,3.05,13.5,147,110,0.443769646,5.177534,16.03509,62.5,637.5,1.174072
10/1/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0.613138361,170,3.05,3.05,16.7,148,111,0.437734524,5.224403,16.159297,62.5,637.5,1.174072
10/2/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0,170,0,3.05,19.3,149,112,0.435956001,5.269669,16.318672,62.5,637.5,1.174072
10/3/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0,170,0,3.05,17.3,150,113,0.433686282,5.313586,16.460049,62.5,637.5,1.174072
10/4/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0,170,0,3.05,21.1,151,114,0.490427968,5.409627,16.581586,62.5,637.5,1.174072
10/9/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-1.887534902,170,2.29,21.08,13.8,156,119,0.558875669,5.905728,16.912787,62.5,637.5,1.174072
10/15/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0.561939397,170,0,4.32,11,162,125,0.549797486,6.2551,17.431612,62.5,637.5,1.174072
10/16/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-0.59743737,170,3.81,8.13,10.8,163,126,0.575586076,6.31679,17.505761,62.5,637.5,1.174072
10/17/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-1.576961063,170,4.06,8.38,9.3,164,127,0.582216571,6.375073,17.557096,62.5,637.5,1.174072
10/18/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-0.583683368,170,4.06,12.19,8.4,165,128,0.594673832,6.425986,17.617861,62.5,637.5,1.174072
10/19/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,1.245672151,170,4.06,12.44,6.7,166,129,0.593207842,6.483862,17.660036,62.5,637.5,1.174072
10/20/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-0.589717293,170,5.08,12.95,8.9,167,130,0.611625741,6.540439,17.707493,62.5,637.5,1.174072
10/21/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,1.14386408,170,5.34,13.46,9.2,168,131,0.622795674,6.609089,17.738803,62.5,637.5,1.174072
10/22/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0.772562247,170,6.35,19.3,4.9,169,132,0.620236211,6.664445,17.772821,62.5,637.5,1.174072
10/23/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,1.887695083,170,5.84,15.49,2.5,170,133,0.617460796,6.716039,17.803163,62.5,637.5,1.174072
10/24/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-1.949382949,170,2.03,17.27,2.3,171,134,0.632280906,6.766399,17.831679,62.5,637.5,1.174072
10/28/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,0,170,0,9.9,5.1,175,138,0.626726624,6.926487,18.007295,62.5,637.5,1.174072
10/29/13,2013,BCSE_KBS,Building,R1,October,Corn,Annual,-0.920145038,170,0,4.06,6.2,176,139,0.621437618,6.955457,18.065947,62.5,637.5,1.174072
11/2/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,0.065959403,170,56.64,62.99,6.7,180,143,0.774614683,7.32762,18.086138,62.5,637.5,1.174072
11/3/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,2.222660574,170,7.62,65.02,4.7,181,144,0.754730795,7.412645,18.080098,62.5,637.5,1.174072
11/4/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,2.795187061,170,2.03,65.02,5.9,182,145,0.742065178,7.482499,18.091736,62.5,637.5,1.174072
11/5/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,2.955292906,170,0,65.02,10.5,183,146,0.747350434,7.550389,18.118071,62.5,637.5,1.174072
11/6/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,1.768417799,170,0.25,65.27,10.4,184,147,0.77161059,7.649945,18.107946,62.5,637.5,1.174072
11/7/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,-0.604348708,170,17.01,75.68,3.5,185,148,0.770157326,7.730593,18.103221,62.5,637.5,1.174072
11/8/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,-3.196648526,170,20.32,28.19,2.7,186,149,0.774008261,7.790303,18.115145,62.5,637.5,1.174072
11/9/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,1.805412801,170,5.34,24.38,8.5,187,150,0.755304071,7.84316,18.146901,62.5,637.5,1.174072
11/10/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,0.125176427,170,1.78,22.35,5.4,188,151,0.743047569,7.883953,18.18404,62.5,637.5,1.174072
11/11/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,1.220806455,170,0,22.35,2.4,189,152,0.74423072,7.929897,18.204485,62.5,637.5,1.174072
11/12/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,3.872730061,170,6.1,28.45,-2.7,190,153,0.751769121,7.964996,18.22488,62.5,637.5,1.174072
11/13/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,-1.266666179,170,6.35,28.45,-1,191,154,0.728138475,7.993705,18.251941,62.5,637.5,1.174072
11/14/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,-1.393029927,170,0.25,11.69,4,192,155,0.714289709,8.016742,18.298055,62.5,637.5,1.174072
11/15/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,-1.674925657,170,0,8.13,5.6,193,156,0.710137288,8.036332,18.353286,62.5,637.5,1.174072
11/16/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,-1.439389513,170,0,6.35,8.5,194,157,0.709437737,8.065922,18.405511,62.5,637.5,1.174072
11/18/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,12.0759264,170,31.25,37.6,3.5,196,159,0.759181248,8.24447,18.392844,62.5,637.5,1.174072
11/22/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,2.082721864,170,5.08,36.33,3.4,200,163,0.710865613,8.451958,18.461334,62.5,637.5,1.174072
11/23/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,3.674700657,170,5.08,36.33,-4,201,164,0.680510424,8.482066,18.480901,62.5,637.5,1.174072
11/24/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,4.940907041,170,0,32.77,-7.2,202,165,0.648190451,8.50625,18.500071,62.5,637.5,1.174072
11/25/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,3.601433802,170,0,5.08,-4.1,203,166,0.590425632,8.527444,18.524482,62.5,637.5,1.174072
11/26/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,2.655954384,170,0,5.08,-1.5,204,167,0.597948841,8.546252,18.553701,62.5,637.5,1.174072
11/27/13,2013,BCSE_KBS,Building,R1,November,Corn,Annual,2.534468698,170,0,5.08,-4.6,205,168,0.58992684,8.562505,18.583734,62.5,637.5,1.174072
12/2/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,2.539873904,170,0,0.51,0.1,210,173,0.684395606,8.615585,18.798273,62.5,637.5,1.174072
12/3/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,2.49549488,170,0,0.51,2,211,174,0.690847438,8.62599,18.848033,62.5,637.5,1.174072
12/4/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,3.484274593,170,2.29,2.8,8.2,212,175,0.690847438,8.625477,18.928489,62.5,637.5,1.174072
12/5/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,2.29,2.8,3,213,176,0.690847438,8.629403,18.997692,62.5,637.5,1.174072
12/6/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,2.185089819,170,0,2.29,-4.5,214,177,0.690847438,8.639714,19.038072,62.5,637.5,1.174072
12/7/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-1.562562091,170,0,2.29,-7.8,215,178,0.690847438,8.650249,19.068636,62.5,637.5,1.174072
12/8/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-0.620396766,170,0.25,2.54,-8.2,216,179,0.690847438,8.66016,19.096636,62.5,637.5,1.174072
12/9/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,5.001702579,170,3.55,5.84,-4.7,217,180,0.690847438,8.669129,19.126762,62.5,637.5,1.174072
12/10/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,3.594356903,170,4.57,7.11,-9.4,218,181,0.690847438,8.678444,19.151586,62.5,637.5,1.174072
12/11/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-0.787404801,170,1.52,5.07,-8.6,219,182,0.690847438,8.687085,19.177257,62.5,637.5,1.174072
12/12/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,6.681300989,170,3.81,8.63,-10.8,220,183,0.690847438,8.695779,19.200572,62.5,637.5,1.174072
12/13/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,5.382587633,170,3.56,8.63,-5.4,221,184,0.690847438,8.702854,19.231364,62.5,637.5,1.174072
12/14/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,8.62697655,170,0,8.63,-6.9,222,185,0.690847438,8.710541,19.259301,62.5,637.5,1.174072
12/15/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,0.630003133,170,7.37,15.75,-7.1,223,186,0.690847438,8.717887,19.287655,62.5,637.5,1.174072
12/16/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,1.317069099,170,8.13,13.21,-10.3,224,187,0.690847438,8.725514,19.312938,62.5,637.5,1.174072
12/17/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-0.420805952,170,2.54,13.72,-5.1,225,188,0.690847438,8.731963,19.341928,62.5,637.5,1.174072
12/18/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-1.612939234,170,3.3,14.99,-3,226,189,0.690847438,8.737318,19.374715,62.5,637.5,1.174072
12/19/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,2.01649188,170,1.52,11.43,2,227,190,0.690847438,8.744814,19.41449,62.5,637.5,1.174072
12/20/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-1.07655659,170,0,11.43,0.4,228,191,0.690847438,8.779712,19.43068,62.5,637.5,1.174072
12/21/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-1.621197439,170,9.65,21.08,0,229,192,0.690847438,8.811828,19.449754,62.5,637.5,1.174072
12/22/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-3.066995169,170,19.3,23.36,-0.1,230,193,0.690847438,8.862197,19.451367,62.5,637.5,1.174072
12/23/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,7.926803876,170,28.19,41.14,-4.2,231,194,0.690847438,8.902694,19.452535,62.5,637.5,1.174072
12/24/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-1.788794905,170,18.79,39.61,-11.2,232,195,0.690847438,8.931509,19.457334,62.5,637.5,1.174072
12/25/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,3.010158186,170,0.5,38.34,-7.3,233,196,0.690847438,8.956055,19.465752,62.5,637.5,1.174072
12/26/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-3.144694255,170,2.28,40.37,-4.2,234,197,0.690847438,8.980571,19.480793,62.5,637.5,1.174072
12/27/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,0.421180766,170,3.3,41.64,0.2,235,198,0.690847438,9.01039,19.498388,62.5,637.5,1.174072
12/28/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,0.044845799,170,1.27,31.99,4.2,236,199,0.690847438,9.053214,19.512907,62.5,637.5,1.174072
12/29/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-0.261482944,170,0.25,22.59,0.2,237,200,0.690847438,9.085803,19.528094,62.5,637.5,1.174072
12/30/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0.25,4.05,-8.5,238,201,0.690847438,9.109921,19.541743,62.5,637.5,1.174072
12/31/13,2013,BCSE_KBS,Building,R1,December,Corn,Annual,-2.054733493,170,0,3.8,-9.8,239,202,0.690847438,9.129983,19.555396,62.5,637.5,1.174072
1/2/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,-1.243919859,170,7.62,9.14,-12.3,241,204,0.675251892,9.161162,19.579896,62.5,637.5,1.174072
1/3/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,-2.011853153,170,7.11,9.65,-16.3,242,205,0.66347337,9.173027,19.589817,62.5,637.5,1.174072
1/4/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,-0.598946397,170,1.78,9.65,-4.9,243,206,0.650071048,9.184461,19.61086,62.5,637.5,1.174072
1/5/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,7.000081558,170,3.81,13.21,-4.2,244,207,0.660171337,9.195232,19.634676,62.5,637.5,1.174072
1/6/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,2.052699275,170,22.35,31.75,-16.7,245,208,0.688378295,9.205384,19.648207,62.5,637.5,1.174072
1/7/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,5.345037212,170,20.32,33.53,-20.7,246,209,0.696134709,9.214442,19.658835,62.5,637.5,1.174072
1/8/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,1.146136235,170,2.03,31.49,-13.9,247,210,0.696809112,9.223077,19.673953,62.5,637.5,1.174072
1/9/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,1.763916426,170,0.25,26.16,-10.1,248,211,0.677547779,9.231097,19.69323,62.5,637.5,1.174072
1/10/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,4.584880687,170,0.25,24.63,-0.4,249,212,0.687705365,9.265171,19.69911,62.5,637.5,1.174072
1/11/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,0.647679847,170,13.71,38.09,2.6,250,213,0.745354624,9.309515,19.704419,62.5,637.5,1.174072
1/17/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,0,170,4.57,22.09,-5.7,256,219,0.7193307,9.494301,19.787661,62.5,637.5,1.174072
1/18/14,2014,BCSE_KBS,Building,R1,January,Corn,Annual,-1.12089104,170,3.04,8.88,-9.1,257,220,0.692238922,9.509513,19.804065,62.5,637.5,1.174072
3/10/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,-0.604132743,170,0.51,0.76,5.6,308,271,0.625475962,10.070606,20.827658,62.5,637.5,1.174072
3/11/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,1.733866371,170,0,0.76,5.4,309,272,0.661071101,10.117225,20.843957,62.5,637.5,1.174072
3/12/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0,170,3.3,4.06,-2.5,310,273,0.686125194,10.159741,20.844862,62.5,637.5,1.174072
3/13/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,2.149585622,170,22.35,22.86,-10.5,311,274,0.682118433,10.190144,20.845555,62.5,637.5,1.174072
3/14/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,1.07399029,170,19.05,22.86,3.6,312,275,0.696161637,10.223593,20.864423,62.5,637.5,1.174072
3/17/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0,170,0,22.35,-7.6,315,278,0.688406009,10.27069,20.938442,62.5,637.5,1.174072
3/18/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0.292923608,170,0,22.35,0,316,279,0.677060118,10.275747,20.980198,62.5,637.5,1.174072
3/19/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,3.33250511,170,0,19.05,3.3,317,280,0.727122004,10.297744,21.011484,62.5,637.5,1.174072
3/21/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,3.674829483,170,9.65,9.65,-0.1,319,282,0.730842864,10.335156,21.072604,62.5,637.5,1.174072
3/22/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,-0.49987893,170,6.35,14.48,1.5,320,283,0.710893138,10.351476,21.106645,62.5,637.5,1.174072
3/23/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0.304618964,170,5.85,15.5,-6.5,321,284,0.690005123,10.362278,21.134962,62.5,637.5,1.174072
3/24/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0.958483372,170,1.02,15.5,-6.8,322,285,0.675457868,10.37017,21.163947,62.5,637.5,1.174072
3/25/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,-1.410468042,170,0,15.5,-5.4,323,286,0.671085248,10.376192,21.194509,62.5,637.5,1.174072
3/26/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0.690954274,170,0.25,15.75,-6.2,324,287,0.658523034,10.380656,21.226819,62.5,637.5,1.174072
3/27/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,0.786303966,170,0.25,7.62,1.9,325,288,0.655325094,10.389257,21.27024,62.5,637.5,1.174072
3/28/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,1.351103845,170,4.57,10.67,4.1,326,289,0.672415639,10.392893,21.324995,62.5,637.5,1.174072
3/29/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,1.216338973,170,5.59,6.86,1,327,290,0.723801182,10.354791,21.356173,62.5,637.5,1.174072
3/30/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,5.891880114,170,1.27,6.09,2.5,328,291,0.69828338,10.348248,21.425554,62.5,637.5,1.174072
3/31/14,2014,BCSE_KBS,Building,R1,March,Corn,Annual,25.05031951,170,0.25,6.09,8.3,329,292,0.688770933,10.333802,21.512805,62.5,637.5,1.174072
4/1/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,66.06556717,170,0,6.09,7,330,293,0.675242938,10.334187,21.582975,62.5,637.5,1.174072
4/2/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,71.85948137,170,3.56,9.4,4.9,331,294,0.668568296,10.269259,21.63857,62.5,637.5,1.174072
4/3/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,42.03217918,170,3.56,9.4,3.3,332,295,0.696668832,10.307904,21.662354,62.5,637.5,1.174072
4/4/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,17.31142729,170,13.21,18.04,3,333,296,0.704964223,10.35027,21.677334,62.5,637.5,1.174072
4/5/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,4.277550058,170,19.56,23.37,2.1,334,297,0.687924856,10.379014,21.710078,62.5,637.5,1.174072
4/6/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,3.426662597,170,6.35,23.12,4.4,335,298,0.672448463,10.342982,21.739945,62.5,637.5,1.174072
4/7/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,3.080220514,170,0,23.12,5.6,336,299,0.66238197,10.350284,21.80285,62.5,637.5,1.174072
4/8/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,3.34723454,170,0,23.12,7.6,337,300,0.667903226,10.347379,21.884847,62.5,637.5,1.174072
4/9/14,2014,BCSE_KBS,Building,R1,April,Corn,Annual,2.110474201,170,0,19.56,8,338,301,0.658089205,10.277449,21.947098,62.5,637.5,1.174072
